area_type,availability,location,society,total_sqft,bath,balcony,price,size_n
Super built-up  Area,Ready To Move,Whitefield,searkhy,1345,3,1,58,3
Plot  Area,Ready To Move,Dommasandra,independent,900,3,1,75,3
Super built-up  Area,Ready To Move,EPIP Zone,akoreen,3800,5,2,170,4
Super built-up  Area,Ready To Move,Chandapura,independent,971,2,2,38,3
Super built-up  Area,Ready To Move,Hennur,shateor,1255,2,1,52.32,2
Built-up  Area,Ready To Move,EPIP Zone,loe 1st,1810,2,2,65,2
Built-up  Area,Ready To Move,"Whitefield, ",independent,1300,2,1,58,2
Super built-up  Area,Ready To Move,Thanisandra,menueno,1185,2,2,45,2
Super built-up  Area,Ready To Move,Pattandur Agrahara,shalesp,1350,2,3,68,2
Super built-up  Area,Not ready,Budigere,brstaue,1510,3,0,76.16,3
Super built-up  Area,Ready To Move,Thyagaraja Nagar,independent,3000,6,3,180,7
Plot  Area,Ready To Move,Brookefield,independent,1560,3,2,149,4
Super built-up  Area,Ready To Move,Somasundara Palya,manceel,1650,3,2,126,3
Super built-up  Area,Ready To Move,Off Bannergatta Road,independent,1645,3,2,87,3
Super built-up  Area,Ready To Move,Hennur Road,chionco,1748,3,2,103,3
Plot  Area,Not ready,Channasandra,independent,1200,3,1,67.77,3
Built-up  Area,Ready To Move,Kengeri Satellite Town,rooodre,1170,2,3,50,2
Built-up  Area,Ready To Move,Sarjapur  Road,saitya ,3420,4,2,225,4
Built-up  Area,Ready To Move,Hulimavu,naepa d,1320,2,2,65,3
Super built-up  Area,Not ready,Bhoganhalli,rosha i,1610,3,2,84.53,3
Super built-up  Area,Ready To Move,Frazer Town,bamita ,1870,3,3,180,3
Super built-up  Area,Ready To Move,Sarjapur  Road,mades g,1510,2,1,110,3
Built-up  Area,Ready To Move,Kammagondahalli,independent,2700,7,3,110,6
Super built-up  Area,Ready To Move,Kanakapura  Rod,independent,1305,2,1,45.68,3
Super built-up  Area,Ready To Move,Mahadevpura,neisei ,1500,2,1,70,3
Super built-up  Area,Ready To Move,Indira Nagar,goareir,1149,2,1,130,2
Built-up  Area,Ready To Move,Thanisandra,bhmesy ,1948,4,2,129,4
Plot  Area,Ready To Move,Margondanahalli,independent,1448,3,1,70,3
Super built-up  Area,Ready To Move,Sarjapur  Road,sjityaz,1242,2,1,78,2
Super built-up  Area,Ready To Move,Sonnenahalli,skacak ,1268,2,1,58,2
Super built-up  Area,Ready To Move,Ramamurthy Nagar,saoneil,1101,2,1,50,2
Super built-up  Area,Ready To Move,Kallumantapa,bhmesa ,1255,2,3,65,2
Super built-up  Area,Ready To Move,Gunjur,dserste,1362,3,1,62.63,3
Super built-up  Area,Ready To Move,Sarjapur  Road,puops r,984,3,2,140,3
Super built-up  Area,Not ready,Hosa Road,sstusan,1089,2,1,32.67,2
Built-up  Area,Ready To Move,Byrathi Village,independent,800,1,3,95,2
Super built-up  Area,Ready To Move,Uttarahalli,aklia r,1345,2,1,57,3
Plot  Area,Ready To Move,Thanisandra,independent,3600,9,3,125,8
Plot  Area,Ready To Move,Krishna Nagar,independent,1650,2,1,140,4
Super built-up  Area,Ready To Move,Kaggalipura,baowsig,950,2,1,45,2
Super built-up  Area,Ready To Move,HBR Layout,mantsce,1068,2,1,43,2
Built-up  Area,Ready To Move,Yelahanka New Town,khatsfl,860,1,2,31,2
Built-up  Area,Ready To Move,Kengeri,independent,3000,5,2,130,8
Super built-up  Area,Ready To Move,Yelahanka,pyikad ,1756,3,2,66.73,3
Super built-up  Area,Ready To Move,Whitefield,ssthamh,1205,2,1,41,2
Plot  Area,Ready To Move,Hoodi,independent,1120,8,2,155,8
Super built-up  Area,Ready To Move,Banashankari,bregae ,1800,3,2,125,3
Built-up  Area,Ready To Move,Hormavu,neise p,1604,3,0,68,3
Super built-up  Area,Not ready,Old Airport Road,jaades ,2732,4,3,204,4
Super built-up  Area,Not ready,Chandapura,suncees,1015,2,2,25.88,2
Super built-up  Area,Ready To Move,Banashankari,independent,1200,2,2,42,3
Super built-up  Area,Ready To Move,Ananth Nagar,independent,1010,2,2,38,2
Built-up  Area,Ready To Move,Nagarbhavi,independent,1250,3,0,170,2
Super built-up  Area,Ready To Move,Doddakallasandra,independent,1010,2,1,41,2
Super built-up  Area,Ready To Move,Yelahanka,dstus s,1050,2,2,33.1,2
Super built-up  Area,Ready To Move,Harlur,independent,1710,3,2,85,3
Built-up  Area,Ready To Move,Attibele,independent,410,1,1,10,1
Super built-up  Area,Not ready,Bannerghatta Road,dsnjh s,1656,2,1,62.93,3
Super built-up  Area,Ready To Move,Naganathapura,malmsri,1451,3,1,68,3
Super built-up  Area,Ready To Move,Giri Nagar,independent,1200,3,0,175,6
Super built-up  Area,Ready To Move,JP Nagar,maerar ,1250,2,2,93,2
Plot  Area,Ready To Move,Meenakunte,sreat r,4395,3,3,240,3
Built-up  Area,Ready To Move,Sonnenahalli,laiteya,1340,2,3,42,3
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,ssaveik,1100,2,2,38.5,2
Super built-up  Area,Ready To Move, Devarachikkanahalli,heate l,1700,3,1,71,3
Plot  Area,Ready To Move,Yelahanka,independent,1200,5,0,150,6
Super built-up  Area,Ready To Move,KR Puram,sviseun,1096,2,1,43,2
Super built-up  Area,Not ready,Electronic City Phase II,sryalan,1160,2,1,33.5,2
Built-up  Area,Ready To Move,"Sarjapur Road, ",independent,1936,3,2,139,3
Super built-up  Area,Ready To Move,Nehru Nagar,undge t,1269,2,2,63,3
Super built-up  Area,Not ready,Panathur,prcesvy,1586,3,1,125,3
Super built-up  Area,Not ready,Rajaji Nagar,prodswe,1376,2,1,124,2
Super built-up  Area,Ready To Move,Kanakpura Road,jrrnauv,1452,3,3,56.5,3
Super built-up  Area,Not ready,Hosa Road,sosisic,1538,3,1,107,3
Super built-up  Area,Not ready,Hosur Road,puendwe,1427,2,1,130,3
Built-up  Area,Ready To Move,Upadhyaya Layout,independent,935,2,0,40,2
Built-up  Area,Ready To Move,Ashwath Nagar,raeusiy,1220,2,3,65,2
Super built-up  Area,Ready To Move,Harlur,prncyrn,1197,2,1,77,2
Super built-up  Area,Not ready,Varthur,independent,674,1,1,19.9,2
Built-up  Area,Ready To Move,Kengeri,independent,410,1,1,15,1
Built-up  Area,Not ready,Thanisandra,bhmesy ,1573,3,1,90,3
Super built-up  Area,Ready To Move,Dodda Nekkundi,srsami ,1135,2,2,58,2
Built-up  Area,Not ready,Huskur,independent,1400,2,1,40.43,3
Super built-up  Area,Ready To Move,Agrahara Dasarahalli,independent,1200,1,0,65,1
Plot  Area,Ready To Move,Ittamadu,independent,1800,3,0,95,3
Built-up  Area,Ready To Move,Avalahalli,sohea a,2045,3,2,108,3
Super built-up  Area,Ready To Move,Sonnenahalli,skacak ,1268,2,1,56,2
Super built-up  Area,Ready To Move,Kambipura,prrtht ,883,2,1,39,2
Super built-up  Area,Ready To Move,Yelahanka,puziave,1600,3,3,100,3
Super built-up  Area,Ready To Move,Thanisandra,bhmesy ,1056,2,2,70,2
Plot  Area,Ready To Move,Whitefield,stodswa,4500,4,2,330,4
Super built-up  Area,Ready To Move,KR Puram,gasom b,1204,2,2,58,2
Super built-up  Area,Ready To Move,Tejaswini Nagar,dhndsh ,1410,2,1,54,3
Built-up  Area,Ready To Move,Hennur Road,elley b,1460,2,1,80.3,2
Super built-up  Area,Ready To Move,Dodda Nekkundi,independent,1100,2,1,41.18,2
Super built-up  Area,Ready To Move,Govindapura,abarkva,1310,2,1,88,2
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,putus l,1600,3,2,90,3
Super built-up  Area,Ready To Move,Lottegolla Halli,independent,1250,2,2,55,2
Super built-up  Area,Ready To Move,Sarjapur  Road,sjityaz,1665,3,2,74.93,3
Super built-up  Area,Ready To Move,Uttarahalli,aklia r,1345,2,1,57,3
Built-up  Area,Ready To Move,Hosahalli Extension,independent,2000,5,2,240,5
Super built-up  Area,Ready To Move,Singasandra,srensar,1416,2,2,67,2
Super built-up  Area,Ready To Move,HSR Layout,nrosete,1145,2,2,46,2
Built-up  Area,Ready To Move,Jigani,dlhtsen,1231,3,2,58,3
Super built-up  Area,Ready To Move,Yelahanka,neite t,1664,3,0,73.95,3
Built-up  Area,Ready To Move,TC Palaya,independent,2000,3,1,76,3
Built-up  Area,Ready To Move,Rajiv Nagar,ahntyve,972,2,2,43,2
Built-up  Area,Ready To Move,3rd Phase JP Nagar,independent,4500,4,3,345,4
Super built-up  Area,Ready To Move,Bellandur,independent,1185,2,1,47.39,2
Built-up  Area,Ready To Move,Green Glen Layout,independent,1750,3,2,81,3
Built-up  Area,Ready To Move,Byadarahalli,prurten,3155,4,2,316,3
Super built-up  Area,Not ready,Balagere,soresea,1007,2,1,68,2
Super built-up  Area,Ready To Move,Rajaji Nagar,independent,1700,3,2,200,3
Super built-up  Area,Ready To Move,Whitefield,veales ,1250,2,2,85,2
Super built-up  Area,Ready To Move,Telecom Layout,independent,1200,2,1,54,2
Super built-up  Area,Not ready,Horamavu Agara,s2ionrn,994,2,1,42.28,2
Super built-up  Area,Not ready,Ramamurthy Nagar,independent,1150,2,2,40,2
Super built-up  Area,Ready To Move,Thanisandra,menueno,1220,2,2,46,2
Super built-up  Area,Ready To Move,Hennur Gardens,plhtshe,1441,2,1,115,2
Super built-up  Area,Not ready,Old Madras Road,saesttt,1157,2,2,47.32,2
Super built-up  Area,Ready To Move,RPC layout,independent,1300,6,3,150,6
Super built-up  Area,Ready To Move,Thigalarapalya,prtanha,1400,2,2,105,2
Plot  Area,Ready To Move,Magadi Road,independent,1200,4,1,130,5
Super built-up  Area,Not ready,Judicial Layout,independent,900,2,1,40,2
Super built-up  Area,Ready To Move,Kodipalya,independent,418,1,1,17,1
Plot  Area,Ready To Move,Vishwapriya Nagar,independent,1200,3,1,80,3
Built-up  Area,Ready To Move,ISRO Layout,independent,1200,2,3,43,2
Super built-up  Area,Ready To Move,Talaghattapura,independent,1062,2,1,42.48,2
Super built-up  Area,Ready To Move,Kanakpura Road,independent,1120,2,1,51,2
Super built-up  Area,Ready To Move,Bannerghatta Road,independent,1012,2,1,44,2
Plot  Area,Ready To Move,Postal Colony,independent,1500,2,1,200,3
Built-up  Area,Ready To Move,ISRO Layout,independent,950,4,2,180,4
Super built-up  Area,Ready To Move,Kadabagere,jahipa ,675,2,2,13.5,2
Super built-up  Area,Ready To Move,Kanakpura Road,atarebe,1430,2,2,78,2
Super built-up  Area,Ready To Move,Channasandra,independent,1195,2,1,56,3
Super built-up  Area,Ready To Move,Old Madras Road,brica e,2640,5,1,150,3
Super built-up  Area,Ready To Move,Bisuvanahalli,prityel,1075,2,1,42,3
Super built-up  Area,Not ready,Hennur Road,shxorm ,1550,3,0,75.99,3
Plot  Area,Ready To Move,Kammanahalli,independent,782,4,2,85,6
Built-up  Area,Not ready,Sonnenahalli,skacak ,1011,2,1,59,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,briummi,1450,2,1,102,3
Super built-up  Area,Ready To Move,Sarjapur  Road,ahriaup,1129,2,1,69,2
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,soe 2as,1126,2,1,36,2
Plot  Area,Not ready,Attibele,akarkti,1200,3,2,110,3
Super built-up  Area,Ready To Move,Sarjapur  Road,mjinele,1180,2,2,45,3
Plot  Area,Ready To Move,1st Block HRBR Layout,independent,600,4,2,125,3
Plot  Area,Not ready,Bannerghatta,independent,940,4,2,45,4
Super built-up  Area,Ready To Move,Hennur Road,samittv,1933,3,2,140,3
Built-up  Area,Ready To Move,TC Palaya,independent,1082,2,2,64,2
Plot  Area,Ready To Move,LB Shastri Nagar,independent,2400,8,1,250,8
Super built-up  Area,Not ready,Anwar Layout,ukicte ,610,1,0,28,1
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,independent,1560,4,1,160,4
Super built-up  Area,Ready To Move,Kathriguppe,prone m,1300,3,3,77.99,3
Built-up  Area,Ready To Move,Kudlu Gate,independent,3850,6,0,205,4
Built-up  Area,Ready To Move,CV Raman Nagar,independent,1125,2,1,46,2
Plot  Area,Ready To Move,Bileshivale,independent,2400,7,2,107,6
Super built-up  Area,Ready To Move,Battarahalli,independent,2500,3,1,65,4
Super built-up  Area,Ready To Move,Old Airport Road,roa 2ha,1798,3,2,150,3
Built-up  Area,Ready To Move,Dodda Nekkundi Extension,alecone,1864,3,2,120,3
Super built-up  Area,Ready To Move,Whitefield,independent,1115,2,1,51.91,2
Super built-up  Area,Ready To Move,Kengeri,independent,400,1,1,25,1
Super built-up  Area,Ready To Move,Rajaji Nagar,independent,1200,2,1,70,2
Super built-up  Area,Not ready,Ananth Nagar,independent,992,2,2,24.8,2
Built-up  Area,Ready To Move,Jakkasandra Extension,independent,950,2,3,57,2
Plot  Area,Ready To Move,R.T. Nagar,independent,1500,4,3,185,4
Super built-up  Area,Ready To Move,Bellandur,krine o,1200,2,1,62,2
Built-up  Area,Ready To Move,GM Palaya,srg bnc,1735,3,2,70,3
Built-up  Area,Ready To Move,BTM 2nd Stage,sne 2ev,1750,3,3,172,3
Super built-up  Area,Ready To Move,HSR Layout,ammesss,1009,2,2,56,2
Super built-up  Area,Ready To Move,Jalahalli,brardco,1470,2,3,102,3
Super built-up  Area,Ready To Move,Bannerghatta Road,independent,1527,3,2,115,3
Built-up  Area,Ready To Move,Singapura Village,juoryma,985,2,1,45,2
Built-up  Area,Ready To Move,Chandapura,independent,3300,4,2,135,4
Super built-up  Area,Not ready,Whitefield,asarqz ,1277,2,1,77,2
Super built-up  Area,Not ready,Nallurhalli,cmoneoo,1100,2,1,62,2
Super built-up  Area,Ready To Move,Whitefield,brony h,1820,3,2,140,3
Super built-up  Area,Ready To Move,Puttanahalli,independent,1530,3,3,87,4
Super built-up  Area,Ready To Move,Banashankari,prdgeso,1886,3,2,205,3
Plot  Area,Ready To Move,Chandra Layout,independent,1200,2,0,190,3
Super built-up  Area,Ready To Move,Jakkur,brdgeno,1880,4,2,110,3
Super built-up  Area,Ready To Move,Hennur,shateor,1255,2,2,52.35,2
Super built-up  Area,Not ready,Kanakpura Road,prarepa,700,2,1,36,2
Super built-up  Area,Ready To Move,Somasundara Palya,independent,1140,2,2,46,2
Built-up  Area,Not ready,Electronic City Phase II,sryalan,1025,2,1,29.6,2
Built-up  Area,Ready To Move,Whitefield,arsiaex,3453,4,2,247,4
Super built-up  Area,Ready To Move,Uttarahalli,independent,1490,2,2,59.6,3
Plot  Area,Ready To Move,Akshaya Vana,independent,1200,4,2,165,4
Super built-up  Area,Ready To Move,Sarjapur  Road,adeatlm,1850,3,2,140,3
Super built-up  Area,Ready To Move,Kaikondrahalli,independent,1250,2,1,78,2
Super built-up  Area,Ready To Move,Kamakya Layout,independent,2400,3,1,108,4
Super built-up  Area,Not ready,Jalahalli,vaniai ,1244,2,2,88,2
Plot  Area,Ready To Move,Kumaraswami Layout,independent,623,4,1,75,4
Super built-up  Area,Not ready,Kengeri Satellite Town,dsestst,1025,2,1,28.57,2
Super built-up  Area,Ready To Move,Sarjapur  Road,dslessp,1034,2,1,38,2
Super built-up  Area,Not ready,Kengeri Satellite Town,dsestst,1191,2,2,33.34,3
Super built-up  Area,Ready To Move,Kasavanhalli,maowsve,1719,3,2,71,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,independent,1035,2,1,39.33,2
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,independent,1500,3,2,230,4
Super built-up  Area,Not ready,Hosa Road,sjerse ,1470,2,2,84.22,3
Super built-up  Area,Ready To Move,Yelahanka,independent,1140,2,1,50.66,2
Plot  Area,Ready To Move,BTM 1st Stage,independent,600,6,2,80,6
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,independent,600,3,1,84,4
Super built-up  Area,Ready To Move,Old Madras Road,brica e,2990,3,2,170,3
Super built-up  Area,Ready To Move,Bannerghatta Road,snity s,1660,3,2,85,3
Super built-up  Area,Ready To Move,Electronic City,pao 3ow,1275,3,3,63.43,3
Super built-up  Area,Not ready,Bommasandra Industrial Area,independent,1365,3,1,52.81,3
Plot  Area,Ready To Move,"MEI layout, Bagalgunte",independent,1200,2,0,90,3
Super built-up  Area,Ready To Move,Kanakpura Road,independent,2546,3,2,170,3
Super built-up  Area,Not ready,Banashankari Stage VI,brens7 ,1392,3,1,69.46,3
Super built-up  Area,Not ready,Whitefield,asarqz ,1245,2,1,59.76,2
Built-up  Area,Ready To Move,Rayasandra,independent,1200,3,1,65,5
Super built-up  Area,Ready To Move,Yeshwanthpur,ibityin,1162,2,2,64.08,2
Super built-up  Area,Ready To Move,Singasandra,eavarum,1476,2,1,73,3
Built-up  Area,Ready To Move,KR Puram,independent,700,1,1,21.5,1
Built-up  Area,Ready To Move,Gnana Bharathi,independent,3600,6,1,170,6
Built-up  Area,Ready To Move,Jigani,dlhtsen,943,2,2,48,2
Plot  Area,Ready To Move,Pai Layout,independent,1150,2,1,170,2
Super built-up  Area,Ready To Move,Sarjapur  Road,vhinoel,1113,2,1,44.5,2
Super built-up  Area,Not ready,Varthur,myple m,1615,3,2,69.43,3
Super built-up  Area,Ready To Move,Keshava Nagar,etens g,1279,2,3,100,2
Super built-up  Area,Ready To Move,Kacharakanahalli,independent,1256,2,1,60,2
Built-up  Area,Ready To Move,Benson Town,independent,1805,3,2,280,3
Built-up  Area,Ready To Move,Sompura,suiseit,1350,3,1,65,3
Super built-up  Area,Not ready,SRINIVASAPURA,independent,1525,3,2,68.63,3
Super built-up  Area,Not ready,Rajaji Nagar,prodswe,1357,2,1,123,2
Super built-up  Area,Not ready,Hebbal,raard b,1645,3,2,117,3
Super built-up  Area,Ready To Move,Bisuvanahalli,prityel,845,2,2,32,2
Built-up  Area,Ready To Move,Sidedahalli,independent,900,2,0,25,2
Super built-up  Area,Not ready,Varthur,soamsay,1210,2,1,64.15,2
Super built-up  Area,Not ready,Electronic City Phase II,independent,829,2,1,22.8,2
Super built-up  Area,Ready To Move,Sarjapur  Road,adeatlm,1879,3,2,155,3
Super built-up  Area,Not ready,Hosur Road,collsrn,1250,2,2,50,3
Built-up  Area,Ready To Move,Jeevanhalli,independent,1200,2,2,35,4
Super built-up  Area,Not ready,Marathahalli,unezes ,1108,2,1,60,3
Super built-up  Area,Not ready,Kanakpura Road,independent,1401,3,2,69,3
Super built-up  Area,Not ready,Sarjapur  Road,asastde,1157,2,1,75,3
Built-up  Area,Ready To Move,Ramamurthy Nagar Extension,saacesa,1185,2,1,42.66,2
Super built-up  Area,Ready To Move,Green Glen Layout,soweray,1751,3,2,115,3
Plot  Area,Ready To Move,Mahalakshmi Puram,independent,1550,3,1,250,5
Super built-up  Area,Ready To Move,Bannerghatta Road,snity s,1880,3,2,96.5,3
Super built-up  Area,Not ready,Whitefield,somns t,1235,3,0,40.985,3
Super built-up  Area,Ready To Move,Channasandra,independent,1175,2,2,38,2
Built-up  Area,Ready To Move,Jalahalli,prensin,1407,2,1,98.49,2
Super built-up  Area,Ready To Move,Yelachenahalli,shentnd,1000,2,2,50,2
Super built-up  Area,Ready To Move,Electronic City,briumri,1518,3,3,75,3
Plot  Area,Ready To Move,"Gubbi Cross, Hennur Main Road",independent,3600,4,2,300,4
Super built-up  Area,Not ready,Tumkur Road,sahtsva,1027,2,1,67,2
Super built-up  Area,Ready To Move,Dairy Circle,soeurri,3730,6,2,430,4
Built-up  Area,Ready To Move,HSR Layout,nrosete,1145,2,2,46,2
Super built-up  Area,Not ready,Rajaji Nagar,prodswe,1260,2,2,113,2
Super built-up  Area,Ready To Move,Begur Road,dhalsh ,1500,2,3,47.25,3
Super built-up  Area,Ready To Move,Varthur,dsingst,1737,2,1,57.32,3
Super built-up  Area,Not ready,Hennur,exitym ,3484,2,2,161.5,4
Plot  Area,Ready To Move,Byrathi Village,independent,1600,4,1,120,3
Built-up  Area,Ready To Move,Hegde Nagar,sonosty,1500,3,2,135,3
Plot  Area,Ready To Move,Sabari Nagar,independent,1120,2,0,60,2
Plot  Area,Ready To Move,Banashankari Stage V,independent,1200,4,1,240,3
Super built-up  Area,Not ready,Hennur Road,inaxyga,1030,2,1,46.5,2
Built-up  Area,Ready To Move,Gubbalala,independent,2500,6,1,88,6
Super built-up  Area,Ready To Move,Kammasandra,sulya a,1057,2,1,35,2
Super built-up  Area,Not ready,Old Airport Road,jaades ,2774,4,3,208,4
Super built-up  Area,Ready To Move,Thanisandra,slaceda,1460,2,2,38.5,2
Super built-up  Area,Ready To Move,Hormavu,arureig,1075,2,1,53.7,2
Super built-up  Area,Ready To Move,Mysore Road,independent,1080,2,1,60,3
Super built-up  Area,Ready To Move,Ashraya Layout,independent,5100,7,2,225,6
Super built-up  Area,Not ready,Whitefield,aripsul,1074,2,1,42.8,2
Plot  Area,Not ready,Whitefield,independent,1200,2,1,46.13,2
Super built-up  Area,Ready To Move,Sarjapur  Road,puallhi,2425,5,1,175,4
Super built-up  Area,Ready To Move,Sarjapur  Road,maantr ,1323,2,2,74,2
Super built-up  Area,Not ready,Hennur Road,puachal,1232,2,1,69.61,2
Super built-up  Area,Ready To Move,Kalena Agrahara,prmesi ,900,2,1,40,2
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,soe 2as,740,1,1,23.65,1
Super built-up  Area,Not ready,Hebbal,mahosya,1920,3,2,134,3
Super built-up  Area,Ready To Move,Bannerghatta Road,snity s,1550,3,2,96,3
Super built-up  Area,Ready To Move,Gunjur,myhtshe,1588,2,3,90,3
